text	category
ഇതിൽ മൂക്കുത്തി മൂക്കിലുണ്ട് എന്ന് പറഞ്ഞു കൊറേ കമന്റ്സ് കണ്ടത്കൊണ്ട് പറയുക ആണ്  പഴയ കാലത്ത് മൂക്കുത്തി എന്നൊരു കലാരൂപം ഉണ്ടായിരുന്നു ഇന്നത്തെ മോഹിനിയാട്ടം പോലെ അതാണ് പാട്ട് കൊണ്ട് ഉദ്ദേശിച്ചത് അല്ലാതെ മൂക്കിൽ ഉള്ളത് മാലയോ പാദസരമോ അല്ലാ എന്ന് എല്ലാവർക്കും അറിയുന്ന കാര്യമാണ്	Positive
പൊളി..ജോഷി സർ ഇസ് ബാക്ക് വിത്ത് എ ബാങ്	Positive
ഒരു വ്യാജ ചിത്രം ഒരു ബഹുജന ബന്ധമാണ്	Negative
Vannirikkum  first show backil njan ndavum	Positive
*മൂക്കൂത്തി ഞാൻ കമ്മലാക്കി ചെവിയിലിട്ടു* ഒന്നു പോയേ പെണ്ണും പിള്ളേ , മൂക്കൂത്തി കാണാത്തതിനാണോ ഇത്രേം പെണ്ണുങ്ങളേവച്ച് തിരുവാതിര കളിപ്പിച്ചത്	Negative
You tube hang ayo ??? 34K views change avunnilalo 🤔🤔🤔	unknown_state
ഷൈൻ നിഗം ഒരു ഹെവി റേഞ്ച് നടനിലേക്ക് ഉയർന്നിരിയ്ക്കുന്നു....!!	Positive
പടം കണ്ടു കഴിഞ്ഞപ്പോൾ ഒന്നുകൂടി trailer കാണണം എന്ന് തോന്നി	Positive
വെട്ടിയെടുത്ത് വെടിവെച്ചാൽ കടുപ്പമാകും	Negative
മേക്കിങ് വീഡിയോയിൽ ഇക്കയെ അതികം കാണിക്കാതെ ഹൈഡ് ചെയ്തു സോങ്സിൽ ഇല്ലാ ടീസറിൽ പോലും അങ്ങനെ കാണിച്ചില്ല വല്ലാത്തൊരു സർപ്രൈസ് ഉണ്ടല്ലോ 3 കഥാപാത്രത്തിൽ ഒന്ന് തന്നെ ഒരു മിന്നായം പോലെ.. അപ്പൊ ബാക്കി രണ്ടെണ്ണം	unknown_state
Any Kerala vijay fans like hite	not-malayalam
Already 4+ times ഈ മൂവി തിയറ്ററിൽ പോയി കണ്ടവർക്ക് ലൈക്ക് അടിക്കാനുള്ള നൂൽ	unknown_state
Daily vannu trailer nokuunevar hit like	unknown_state
2 times ee movie Njan kandu	Positive
I am a disco dancer chemban Vinod chettanᕦ	not-malayalam
തല അജിത് കുമാർ നരെകൊണ്ട പ്രവി സെമ്മ മാസ് തല	Negative
ഇത്രെയും വലിയ ഒരു പടത്തിന്റെ പാട്ടുകൾക്ക്  തിയറ്ററിൽ  ആ പടത്തിന്റെ impact തന്നെ മാറ്റാൻ പറ്റും (പുലിമുരുഗൻ, ലൂസിഫർ eg)! അതിനു ഈ M Jayachandrane അല്ലാണ്ട് വേറെ ആരെയും കിട്ടിയില്ലേ	Negative
ഇതിപ്പോ, കഥ മൊത്തം പറഞ്ഞല്ലോ....	Negative
Polichu ..thakarthu.  More 20 time watch..kattaa waiting	Positive
103k likes within 36 minutes Ufff pwoli lalettaaa...  Waiting #Mamookka_fan	Positive
85 minutes more nta Ikka ya kanan	Positive
ഭാഗ്യം ....ഗപ്പി യുടെ അവസ്ഥ ഈ പടത്തിനു വന്നില്ലല്ലോ ..........	Positive
@നവീൻ വി നിം ഗണ്ടു ബലേഗാര സിനിമ യല്ലാ അട്ടർഫ്ലോപ്പ് മോഡ്ലു സൈഡ് ആക്ടിംഗ് മദുഡു ബിഡു അനു മോഡ്ലു	Negative
മായാമോഹിനി യില് ദിലീപ്, മേരിക്കുട്ടിയിൽ ജയസൂര്യ, ചണക്യതന്ത്രത്തിൽ ഉണ്ണിമുകുന്ദൻ, ഇട്ടിമാണിയിൽ ലാലേട്ടൻ, ഇപ്പൊ മാമാങ്കത്തിൽ മമ്മൂക്ക..	unknown_state
ഈ നാടിന്റെ ദുരന്തം	Negative
ഭാഗ്യ നായിക അനു സിത്താര ഉള്ള പടങ്ങൾ മെഗാ സൂപ്പർ ഹിറ്റ്‌ ആയ ചരിത്രമേ ഒള്ളൂ  ഇടിക്കട്ട അല്ല വടിവാൾ വെയ്റ്റിംഗ്  -അനു സിത്താര തീപ്പൊരി ഫാൻസ്‌  അനു ഉയിർ  പുട്ടി  #യിർ	Positive
മരണ maas ഇക്കാ 🥴 നിങ്ങൾ, thane screen presence usthad Vesham ഏതായാലും ഇക്കാക്ക് അതൊരു വിഷയമല്ല, Jst Mega star thngs	Positive
ആദ്യം vവിചാരിച്ചത് dubbed മൂവി ആണെന്നാണ്  Malayalam മൂവി ആണെന്ന് വിശ്വസിക്കാൻ kazhynilla🤘🤘🤘🤘	Positive
ദേവത്യ ബയാൻ പോലെയുള്ള ധർമ്മത്തായിയുടെ മക്കളാണ് ഡിസ്‌ലിക്കെ മുതലായവ	Negative
ഈ trailer കാണുന്നതിൽ പകുതിപ്പേരും സ്വാസിക fanz ആയിരിക്കും.	unknown_state
ആശയം തകർന്നു... സിനിമ മാറുകയാണ്...	Negative
മുംബൈ ധാരവിയെ വിറപ്പിക്കാൻ അവൻ വരുന്നു മൂത്തോൻ	Positive
അങ്ങ് തമിഴ് നാട്ടിൽ പോയി വിറപ്പിച്ച പുലിക്കുട്ടിയാ നമ്മുടെ മഞ്ചു ചേച്ചി   അസുരൻ പടം കണ്ട് അന്തം വിട്ട് പണ്ടാറമടങ്ങിയ എന്നെപ്പോലെ വേറെ ആരെങ്കിലും ഇവിടുണ്ടോ?  🤔🤔🤔  മഞ്ചുച്ചേച്ചി ഇത് വരെ കളിച്ചത് ട്രയൽ:, കളി കാണാൻ കിടക്കുന്ന തേ ഉളളൂ. മലയാള സ്ത്രീശക്തിയുടെ പ്രതിരൂപം  ജഗന്നാഥന്റെ  ഉണ്ണി മായക്ക്  വിജയം നേരുന്നു🥇 നിങ്ങൾക്ക് ഇഷ്ടപ്പെട്ട മഞ്ചു കഥാപാത്രം കമന്റ് ചെയ്യു   ഒന്ന് അറിഞ്ഞിരിക്കാലോ🤔🤔	Positive
നിങ്ങളുടെ പണം ഞങ്ങൾക്ക് തരുമോ എന്ന് ഞങ്ങൾക്ക് അറിയില്ല.	Negative
ബോക്സ്‌ ഓഫീസ് തൂക്കിയടി ലോഡിങ്... ഇതിനിടയിൽ മാമാങ്കം 100 cr ആണേ മോനുസേ	unknown_state
ഫഹദ് ഇക്കയെ കാണാൻ വേണ്ടി  Trailer കണ്ടവർക്ക് അടിക്കാനുള്ള ലൈക്	unknown_state
പോസ്റ്റ്മാൻ വെബ് സീരീസ് ഈ സിനിമ പോലെയാണ്	Negative
Trailer കണ്ടശേഷം ഈ പാട്ട് കാണുമ്പോൾ ഇതിന് ശേഷം ഒരു അടാർ fight ഉണ്ടെന്ന് തോന്നുന്നു...	unknown_state
കമന്റ് Sechin Beul ah same caste Pundaya	Negative
ഇവളുടെ കയ്യിൽ ഒക്കെ ആരാ സിനിമ കൊടുക്കുന്നത് അ ഹൗ ഓൾഡ് ആർ യു അല്ലാതെ ഏത് സിനിമയ വിജയിച്ചത്	Negative
Trailer kanan vanna katta Lalettan fans undel like adikku machanmare.....	unknown_state
എന്താ പുണ്ഡമാവുവോ ഇൻതാ മാതിരി ട്രെയിലറിന് ഡിസ്‌ലൈക്ക് പണ്ണുവോനു തെർല പയങ്കര വായിരു എരിച്ചാല നിന്നെ ഞാൻ 🤣🤣🤔🤔	Negative
ട്രെയിലർ അതിമനോഹരം, ദയവായി ഇത് ഡിസ്കിൽ ഇടൂ, നിങ്ങൾക്ക് വേറെ ഒന്നും ചെയ്യാനില്ലേ?	Negative
വില്ലൻ എവിടെ വില്ലൻ...???,.,  ഫഹദ് ഇക്കാനെ കാണുമ്പോൾ മഹേഷിന്റെ ലുക്ക്‌ തോന്നുന്നു	unknown_state
ഇത് കേൾക്കുമ്പൊ മൊയ്തീനിലെ പാട്ട് ഓർമ്മവരുന്നത് എനിക്ക്മാത്രമാണോ?	Mixed_feelings
M jayachandran ഈ scale ഉം structure ഉം ഉപേക്ഷിക്കണ്ടകാലമായി .. പാട്ട് നല്ല പാട്ടുതന്നെ .	Mixed_feelings
Trailer enn paranja padam aavoola Aa padam onnirangikotte nnit nokam Alland oru trailerum paranj padathine vilayiruthan nokanda Lalettan aan abhinayikkunnath ath orthal mathi	Positive
ഈ ഓണം ഇട്ടിച്ചായൻ എടുത്തെന്നു പറഞ്ഞേക്ക്...  ഇട്ടിച്ചായന്റെ പിള്ളേര്ക്ക് ലൈക്കാനുള്ള കമന്റ്‌	Positive
Kandittum kandittum mathi varunnillaalo ee sangathi	Positive
എബ്രിഡ് ഷൈൻ ആ പേര് തന്നെയാണ് പടം കാണാൻ പോകാനുള്ള കീ ഫാക്ടർ	Positive
ദേയ് സമുദ്രക്കനി ശശികുമാർ എന്ന മയിര വേണ എടുത്തു തോളൈങ്കട .എന്ന മയിരുക നാടോടികൾ 2 നു പേര് വൈകൃംഗ. നാടോടികൾ ഒരു കുറിഞ്ഞി പൂ മാഡ്രി ഒരു അത്ഭുതം ദാ. അദ്ധ കെഡുക്ര മാഡ്രി ഒരു പടത എടുത്തു നാടോടികൾ പേര കെടുത്രാദിംഗ. പടത്തുകു വേറ തലക്കെട്ട് വച്ചു തോളൈങ്ക. ഷിറ്റ്	Negative
തലയാ കലിച്ച ചേത്തിരുവ അടി... പോടാ കുട്ടീ....	Negative
ബിഡു ഗൗഡ ഗെ അല്ലി ഹോഡി ബേകു ആദ്യം അവർ മാനേ അല്ലി അവർ അപ്പ അമ്മ നീ കേളുത്തിയ വഴി ടിക്ടോക് മദുതിരോദന എന്ന് നിവേ യോചനെ മടി ഇവള്ളു യെത കിതു ഹോഗി എറോളൂ എരു ബേകു എതാര അവർ എടനേ ഇന്ത്യ ഗേ മോശം പേര് മാതേ നമുക്കും ഈ പെൺകുട്ടികളുടെ പേര് ഗെ	Negative
ഇതിൽ dislik അടിച്ച 2k peoples um single ആയിരിക്കും me also dislike this song.....  single	Negative
2016 ലും ഇത് കാണുന്നവർ ലൈക് അടിക്ക്!	unknown_state
Linti kuriente editing kaanaan vanathaa Pradheekshicha athra pora	Mixed_feelings
സുഹൃത്തുക്കളെ പോലെ രജനി സാർ	Negative
ശക്തമായി തിരിച്ചടിച്ച് ഇന്ത്യ | Surgical Strike 2 Indian Airforce Attack On Pakistan Watch Video :	unknown_state
തമിഴ് സിനിമയുടെ അതേ കഥ 2000 വാഡി അഡിസി ഡോ... ബ്ലൂ ഷർട്ട് ട്രീ മിന്റ് വോയ്സ് ..,.	Negative
Onam lalettan eduthu ennu parayan paranju	Positive
വെറും ഫാൻസ്‌ പടം, ഉറപ്പ്... കാര്യം ആയി ഒന്നും കാണില്ല.	Mixed_feelings
പെൺവേഷത്തിൽ മമ്മൂക്ക എല്ലാവരെക്കാളും പൊളിയാണ്🤩🤩 love you മമ്മൂക്ക	Positive
box office nte kaaryathil oru theerumaanamaaay	Positive
Oru rekshayum illa......katta waiting......mathukutty mike kondu maathram alla camera kondum njettichu kalanjirikkunnu	Positive
കുട്ടികളുടെ നഴ്സറിയിൽ പോലും ഈ സിനിമ ഓടില്ല	Negative
Anyaayam. Song ok. Mammokkayude ee dance alppam kadannu poi. Aalukalkku troll inu Vendi cheythathu pole	Negative
#27 poster Kanda shesham vannavar...... Undoo..?	unknown_state
ട്രെയിലർ മുട്ടുമടക്കുന്നതാണ്.മോവേ ബ്ലൂ പറഞ്ഞത് പോലെ മോശം	Negative
ഇനി ബിലാൽക്ക എങ്ങാനും ഇവിടൊന്നും കണ്ടില്ല പുള്ളിയെ  ഈ ആൾ കൂട്ടത്തിൽ നിന്ന് ഇത് കണ്ടുപിടിക്കൽ കടലിൽ ചൂണ്ട ഇടുന്ന ഏർപ്പാടായിപ്പോകും	unknown_state
പിടിച്ചെടുത്ത കന്നഡ സാമ്രാജ്യം കയ്യേറ്റം ചെയ്തു	Negative
സാർ സിനിമയുടെ കാര്യത്തിൽ സംശയമില്ല. എന്നാൽ ഇന്ന് മൾട്ടിപ്ലക്സുകൾ വളരെ കൂടുതലാണ്. നിരക്കും ഭീകരമാണ്. നാമമാത്രമായ വില ഉയർത്താം. ഒരുപാട് പേർ പ്രേമത്തിലും ഉണ്ട്	Negative
