text_trans	category
hello amar prasad tumbha chenda itthu nimma ee pryatna saakashut vishyagalannu  munde ittiri idu namege gothe iralilla. china nijakku entha samartha desha deshpreemigale tumbiruvantha desha moodalu nammale ee daridara raajakihavannu oddu military adalita barabeku ega itndu kobbiruva raajakaarnigalaga asthi pasthigalannu ondu rupeenu beedade kitthukondu avarannu beedhi bhikharimaadidare namma desha sirivanthavaaguvudaralli no doubt	Positive
Adi dia super acting🥰	Positive
100 koti far month or day haa anna	Positive
Hero.heroin very good	Positive
adhbut shetre ...mayalokad kinnarano	Positive
Super song loved it	not-Kannada
Super song	Positive
Super bro huge video madu Anna	Positive
guru despande olle director kate na channagi toeisutare	Positive
@TROLL MONSTER_KANNADA sak nilsu guru nim amma dagar anta oorgella gottu adunna ee tara helada	Negative
sar plice rei rilies madi movie na.....	Positive
26k dislikes nThese are rashmika fans	Mixed feelings
Well said bro	not-Kannada
अरे वाह... गजब की फील है इस गाने में..? Fan from gujarat	not-Kannada
Hands up idu charitre srushtiso avataar .. Althe best ASN...simple Star na addhuri avataar.. avane shrimannarayan..	Positive
Supper song nanna  maga feverte song	Positive
expa teshan dable haitu	Positive
sar bigg boss house ge hogi nive galthira 🥺	Mixed feelings
Trailer nalle full story gottagbidttu...trailer bere tara try madbekittu	Negative
Actually point point nu bidsi supper aagi helidiya supppppppppeeeerrrrrbbb	Positive
jAi D Bo'ss	unknown state
Nice bro ... Nanu ella China apps delete madidini	Positive
Haha. Nin movie nodilla. 🤣🤣🤣	Negative
Slow poison song annoru like madi	unknown state
@Creative Kannadiga haa bro...nange seetara ista ...avl videos roast maadbedi plzzz	Positive
sar nimmantah vyaktitvad jeevanakke nann sharnu-sharnarthigalu! aa srushtikartan anugrah sada nimgirali endu harisuve	Positive
sahitya bail adbhutavagi moodi bandide.	Positive
E film adru chenag odli	unknown state
mohan R gowda v	unknown state
Good jod broo	not-Kannada
i chitradalli yav range ge grafix madiddare anth mattobb vfx artist ge gottagodu	Mixed feelings
Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste. nHindu Muslim Cristian etc etc... Yella naav naav madkondirodu. Yella manushyaru onde	Negative
Sathya na guru??	unknown state
Hands up 	unknown state
Nim movie scene Evaga viral aagidhe anna	Mixed feelings
Pls Update Hindi version	not-Kannada
Nim maatu odhi kannalli neer bantu bro	Positive
kannada iwattu rashtriya mattu antarashtriya mattadalli hesaru maduttide endare adu rakshit shetti ravarantvar utsukateind matra	Positive
Intha olle video nu dislike madiroru yentha kachada nanmaklirbeku🤦🤦🤦🤦	Negative
Ishta Aytu shetre	Positive
Kannad song super	Positive
@Vinay Yogeesh yar avnu	Mixed feelings
But  movie  superb	Positive
Thank you bhai..	Mixed feelings
Really superb.... Future Super star Rajinikanth	Positive
yaradiri namm hubballi - dharwad mandi	Positive
Dislike madidorella bevarsi TikTokers..thika urkondavre Burnol kodrooo🤣🤣🤣🤣🤣🤣	Negative
Ivru helirodu antalla namma dharma shashtra helide. Ashwathhama chranjivi endu. Adre avru doctor manège hogidru adu doubt	Mixed feelings
super guru  D BOSS	Positive
vav adbhut valledagali	Positive
prajval devraj i cinema ninn jeevanad atyadbhut chitra gamalli ondu agutte munde olle kathe ganau madu	Positive
Movie release agli	unknown state
Shiva k k	not-Kannada
Nange picture ka geet	Positive
@Yashas Cp pakka	unknown state
Rakshit movie success party Elli maadbekanta iddiri??	Positive
Ittheechige nodida movie DIA and love mocktail... 2 movie janake olle movie correctaagi thalupisbeku illandre heege nelakacchutthe.....  promotion maadoke social media use maadkondu janaranna thalupabeku...  innaadru industry avru yecchetthbeku	Negative
En song madidiri boss ninne inda 20 sari kelidini innu kelbeku kelbeku antha anstide	Positive
Superb song n video	Positive
Super vodis soing	Positive
Nice rakshith shetty	not-Kannada
Asn jai kannada	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
@Nithin Menezes yes	Mixed feelings
Film hit ahagokai e tharadha song irbaiku	Positive
idu kannadigar rochchigelisuv hadu...	Positive
souper brther chanagi helidir nangantu tumba isht aayitu	Positive
gellalabeku ondu din ngeVxxe gelluudu olle chitra	Positive
@Its Paramatma lo Gaandu Suvvar sumne iru...neen heldidh takshana nan opinion change agalla...	Negative
Nam indiadallu tic tok thara app kandidobodu thane	Mixed feelings
randhir mattu shankaranann  nanenpu rakshit shettiali avane avane yaravan shreeman naarayan	Positive
Ye south indian log hindi walose nafrat krte hai tu kyu itna uchal raha hai ... kisi south indian movies ke songs/trailer pe ja aur comments dekh pta chal jaega	not-Kannada
Chinada tiktok CEO helidanante bharatadalli  iruvashtu somarigalu berellu illa anta idarta avara deshadavare aa app annu ashtu use madtilla  bharatadalli koti gattale use madtidare. Banne maadida modi sarkarakke danyavadagalu nnJai JAWAN Jai KISAN nJAI HINDH	Positive
Super  bro	not-Kannada
Sir nimma voice nalli power ede	Positive
Sandeep NKV super	not-Kannada
Guru ashwattama na jote Avr Appa kuda bandidru nam urge gottilvaa nimge Krishna kuda sikkiddaa	Negative
@KGF Adda boss	unknown state
Vijay praksh super voice	not-Kannada
Tiktok madorena Chinese ge kalse beku	Negative
Tappenu illa guru nijvaglu super..  Tik tok support madovrige kelge mele guta odibeku guru..	Positive
Bai rakshith avri nan msg nodudri yargu agllilla aa thukali dagarna madvi madkolak hogbedi	Negative
Namma deshanu china thara aitu andre  badatanane erala sir..	Positive
vav naise san	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Manjunatha  Manju	not-Kannada
sar ashwatth appaji antah tandeyavarannu paded nivu dhanyaru	Positive
entha song gu dislike madidare ala broo	Negative
Idu charitre srustiso  avathara...	Positive
Love you sir	Positive
Song was awesome I hope Movie Too	not-Kannada
Iddu charitre badalisuva avatara	Positive
idu charitre srustiso avathara..	Positive
Sexyyyy.. tiktok sade galige sakath tong	Negative
he kathe katene mag naMbedkar yaaru ghota adu nnIv heltirall kaliyuga..dore  dore nae idu karnatakadalli nDPS karnataka dalit praja seney sarathigalu	Negative
Nan sigapu manithan remake.	Negative
sar nivu yake automatic carr togobardu	Positive
@VARAPRASAD K K nimmayyi tulla hattava	Mixed feelings
sir in Mamata kotigobba	Positive
Super sir	not-Kannada
Randhawa movie 10 rating ide	unknown state
robert fast luk  nodiddira like madi	unknown state
idu charitre srushtisuvatar...n...	Positive
naarayan sant avar mahabharatad pustakad mahiti kaluhisi	Positive
Og avn tunne unnu first	Negative
Ccccccn  Bbb	unknown state
@Nandi Parthasarathi ni sule	Negative
#win 12 nimm kannada premkke dhanyavad	Positive
So nice bro	not-Kannada
Hindi song trailer no promotion release Hindi trailer in Hindi channel	unknown state
i video vannu 10m views aadmele noduvavaru	Mixed feelings
@prithvi nayak nimm awv ur hadaragitti ante 🤣🤣🤣🤣one naite kalskodu ninge tamm nn kodtini... lo chodu bookmyshow alli hogi nodu dabaq 3 ratings 63% ede. innu one veek agill tu.. hogi odeya ratings nodu 15 das aadru 80% ide... nodu beqadre gandu sumne yak tika urkotiya lode... nimm luccha continues 4 flap filam kott yappa tu flap star balegaar 🤣🤣🤣🤣🤣..	Negative
I like u aadhi	Positive
Rashimika ilde iro avtara	Negative
Leak alla adu theater run mugdidakke nAmazon prime hakidare	unknown state
@Manjunath BJP Jorapur yakpa	not-Kannada
idu charitre srushtiso san!!!nmaXya  sevane  abhyasdind beqadre mukti padeyabahudu aadre i san ind all  nija annoru Hands Up madi	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Yalla kannadigarugu ansthithu bere bashe movies maddohange yak namma kannada movies maddalla antha.. but evagaaa yak bere bashe movies nodbeku antha ansoke shuruuu agbhitidhe alva Karnataka???	Negative
Super marvlese  percent 365 day	Positive
Spr bro	not-Kannada
See #2 on trending .	Positive
Hats off bro  karectagi heliddir bro	Positive
kannada onde bhasheyalli baketdu kejief rilies madidre 100 koti anth pungisoke aagall anth pan indiya anth madidru hage kannada onde bhasheyalli rilies madidre plap aadre hit anth hetesoke aagall anth pan indiya madi 250 koti anth pungi bitru aadre backet moovie badcket arill remmunereshan arill ig ade backet farmula rakshit hiditwne aadre i mang mundevu ene sarcus madidru pungi bitru prodyusar yavan ivru hattir barll bidro ade lo badcket prodyusar barbeku ashte	Positive
souper aagi helde guru	Positive
fida agevi akka ... ... gorgeous movie	Positive
RAKSHIT ABHIMAANIGALE!! Yaaru yaaru aa signature stepna try maadidiro illi like maadi!!	Positive
enu..... bari katrinan matra jokali adisabeka ? nam naarayan yaarigu kadime ill 1	Positive
avane shrimannarayan party 2 baruvantagali	Positive
Great work bro....nKeep it up	not-Kannada
Kannada cinema belisi	Positive
Yes producer du number kodi phone pay madbeku.	Mixed feelings
കട്ട വെയ്റ്റിങ് മലയാളം asn	not-Kannada
Sooper maga 🤗 u r a true Indian	Positive
Iddane idu nanna nabike	Positive
Bro nanu kichcha fan bro...	unknown state
en idit madidira guruve	Negative
nimm awv sule	Negative
@HITMAN gaming crt	unknown state
sar nimm tande nimage kalisid sanskar sanskriti namage tumba isht aaytu mattu nivu avaru torisid margadarshandalli nadita irodu namage tumba tumba isht aaytu nivu tandege takk mag	Positive
Kaltana maadoru...rowdism maadoro nodi kalibaeku ...	Negative
super vidio	Positive
Elru nodle bekadaa video..	Positive
Super bro ban agide valedu	Positive
BOSS VIDEO SONG MOSTER HIT	Mixed feelings
dis ice di bes sun ever lave u	Positive
Guru eno heludri but sakkatag heludri super guru	Mixed feelings
Edu charitre srustiso avatara	Positive
ond moovie madoke 7 varsh? adkke sariagee agide. munde beg madi bidi. innu idanne analyse madcondu 7 varsh kutcobedi. nodid jan anacin anth idare aabb. audishan diya anth ondu kathe madi.	Negative
Dislike yav mahanbhavru madiradu  guru.!! Looks like promising trailer	Negative
Adege astondu currect aagi heltira madam	Mixed feelings
video nodidare bhaya agutthe	unknown state
@Unity of India navu brahmanru aguvudill ekendre avaru andhkarali  badukutare naavu ganau hindugale aadre hindugalu hindugal melene anyay madtare adhoskar naavu hindus dharm bittu pavithra bowd dharmake budhan dariyali nadeyutteve naavu nadede nadeyiteve bharat buddha ragutteve	Negative
tumba triling iro hage ide beg relij madi	Positive
nim songs super	Positive
Anyone from kerala here	not-Kannada
mereyali kannadad	unknown state
Togari thippa bahala chanagide	Positive
superb superb superb	not-Kannada
@Ajaya shetty jai	Mixed feelings
Love you boss	not-Kannada
Corona virus iruvudarinda jana barta illa	Negative
Jaathigalu ee deshada belavanigege athi dodda thodakaagide.	Negative
No..chandan rap song	unknown state
avane shrimanarayan cinemage bharatadellede geluvu sigali  kannada cinema innu beleyali. jai big bass	Positive
Superb song	not-Kannada
@punter 18 pakka	unknown state
kannadadalli matadu prithvi...english bed idu karnataka	Mixed feelings
atyuttam hadu	Positive
Ha sanchari vijay waiting to see him	Positive
Flair gun  ge hondu like	unknown state
Dislikers Are rashmika fans maybe	Negative
Anjali Devi hi	not-Kannada
@Lalsab Mulla tq sir	unknown state
Super  Anna	Positive
tumba channagide sar	Positive
We won mr stark.....🤣🤣🤣🤣🤣🤣🤣🤣	Positive
@Anil A hu niamman kalskodu keydu kolve baavi madi kalsthini olike eldu snana madkollivanthe thuldeepannan pans for a reason caste dogs 🤣	Negative
music alli  eno diffirent kick ide	Positive
Super 🤗 song	not-Kannada
Ragad song  ....	unknown state
idu charitre srashthiso avataar	unknown state
We like shanvi nWe hate sanvi	Negative
+Nabilal S kagabaj	unknown state
ig nijavad nayak PRAJWAL  yoryaaru kaayta iddira ondu lak madi	Mixed feelings
kanniru hakiruv karan tandeya nenepu avaru kasht kaldalli magan bengavalagi nintiddakke.idannu kalavaru aparth kalpisicondiddare.	Negative
Nejwad deushya torishi eg heliddu	Negative
@Sathish Soorgoli namdhu kolar guru	Mixed feelings
@Praveen Kumar caste dog spotted bale pan yar nimammana dagar nau thane d boss fans nimammana dagar madiddu husharagi nodkoli thunne asege yar jotenadru odihodaalu 🤣🤪	Negative
FOCUS KARNATAKA howdhu 🤪	unknown state
anna intha kachada nahigallna roast madodralli tapenilla asn dialogue  daritapdhorna kshamisbodhu thap daari hiddhornallla  nim jothe iddhivi anna	Negative
@Nandi Parthasarathi sarcasm	unknown state
shambhu baligar sir superrrrrrrrrrrrrr	Positive
minderiguttidone. ninn. mate.   hechaitllow	Mixed feelings
Rajesha C N	unknown state
Idu esta Janagalage like aagide	Positive
Yaru tension agbede yakandre dislike madiravru mindrika kadeyavru🤣	Negative
hawdale thugari tippa	Negative
dandega takka maga sirnjhevana annodu hege anta thorise kottavru neu sirnyellanhayaka natarante sokeman nevalla sir	Mixed feelings
Jai D BoSs	Positive
What a movie superb	not-Kannada
@poojitha subbaiah Hai ennane ullira	unknown state
Un like madorge mana maryadine ella guru oledelidru kidodrthada adthare	Negative
Still no 1 trending	Positive
Arjun janyan karkond bandu music kelisiri	Positive
inth olle film gal havali nange gottidd mattige lucia	Positive
@VARAPRASAD K K shaata dagaar Savi Savi nenapu dagaar soole darshan though DeepunAA mudya choolbart kittod mukhakke thank thumba hair wigngaddakku shaata kittu anskondidaane choolbart.  avnige mettina haarane kodbeku🤣🤣	Negative
Love u boss	not-Kannada
Adre ivaga beda. Ee COVID-19 ella mugibeku	Positive
@Sanju Sp adhu gun hesru	unknown state
warakke 10-15 cinema rilies adare yaar nodtare	Negative
I felt same	Mixed feelings
Tik tok  bevarsigalanna chaina   gadiyalli chaddiyalli bomb ettu chaina  kade  odisa beku avaga sari agutte	Negative
sar ashwatthama aa vaidyar manege baruttidd anth heludri avanige hege  gottu avaru vaidyaru anth matte mukhyavagi mahabharat kaldalli hindi	unknown state
Super bro	Positive
@Reginald Kelly Kannada da bagge sumne matadidre(includes people too) adu namgu naatutte	Negative
@RADHA RADHA gn mem	unknown state
Best.    Song	not-Kannada
Vijay parkash sir🤩	Positive
జై డి బాస్ అభిమాని	not-Kannada
signature step is ultimate	not-Kannada
urkolli nodi avrella	Negative
haudo hulia	Mixed feelings
idu charitre srushtiso avataar souper sa0g rakshit ann souper  aal di best kichch sudip abhimanigal kadeind	Positive
@venu gopal kabja release aagli inge support madthivi ..... but Nw it's ASN time .....	Positive
1.4k dislikes from rashmika fans may be ...	Negative
I love promod sir voice	Positive
super togari tipp	Positive
Odeya  avane srimannarayana nRakshit shetty =likenDarshan = dislikenJai DBoobs dagarshan	Mixed feelings
