text_clean	y
ಸನಮದಲಲ ಐದರ ಹಡಗಳ ಇಡವ ಕಲದಲಲ ಈಡ ಸನಮದ ಕಥ ಒದ ಹಡನಲಲ ಆಡಗದ ಯರಲಲ ಹಡಗ ಕಯತತದರ	Positive
ಯರ ಥಲದಪನನ	Mixed feelings
ಪರಜವಲ ನಯಕ ಕರನಟಕ ಬರ	unknown state
ನನ ಕಡ ಫದ	Positive
ಟವ ನನ ಕನನಡದಲಲ ವಚರ ತರಸದದರ	Positive
ಕರವಲ ಕಗ ರಕಷತ ಶಟ ಫಸ ಫರಮ ಉತತರ ಕನನಡ	Positive
ಬದಕ ಒದದ ಸರ ಇಷಟದ ಕರರ ಆಗತತ ಅನಸತತ	Mixed feelings
ಸಟಟಸ ನಲಲ ಫಲಗ ಹಕದ	Positive
ಚದನ ಶಟಟ ಟರಲ ವಡಯ ನವ ನಡ ನಗಡಡ ನವ ಗಯರಟ	Positive
ರಲಸ ಅಗಬಕ	Positive
ಸಪರಬ ಮಯಸಕ	not-Kannada
ಹಡನ ಬರವಣಗ ತಬನ ಚನನಗದ ನಚರತರ ಸಷಠಸ ಅವತರ	Positive
ಬರ ಮವ ತರಲರ ನದ	Mixed feelings
ದನ 78 ಸಲ ಸಗ ಕಲಸಕನತನ	Positive
ನರ ಕಟ ಭರತಕಕ ಅಲಲ ಇಡ ವಶವಕಕ	Positive
145 ಟ 200 ಸಪರ	Mixed feelings
ಸಪರ ಸಗ	not-Kannada
ಶಮಬವ ಸವ ಹģಫಟ	unknown state
ಫಲ ಕಡಕ	unknown state
ತಬ ಗತತ ಇರವ ಹಡ ಇದ ಒದರಡ ಸಲ ಕಳದರ ಹಡಗ ಅಡಕಷನ ಆಗದ ಒದಸಲ ಕಳಬಡ ಹಡ ಚನನಗದ	Positive
ಸಮಯಕ ಹ ಪ ಖಡತವಗಯ	unknown state
ಶಕರ ಸರ ಮಉಲಯಯತ ನಡಗಲ	unknown state
ಓಲ ಮರಮ ಲಯ ತ ಓಲ ಪರಮಟ ಮದಕ ಇಷಟ ದಡಡ ಮಸಜ ಹಕತಯನ ಬಸ ಫಸ ನದ ಕಲತಕಅವರಲಲ ಹತತದಗಲ ಅಮನ ಅಕಕಣ ಅತ ಪರ ಕನನಡ ವರಡಸ ಕಲತ ಬದರಡ	Negative
ಯವನ ಬಸಡಕ ಉನಲಕ ಮದಡಡ	Negative
ಪರವಗಲಲಬಜಜ ಇಸ ಗಡ ಇನ ಹದ ತಸ ಬಮ	Mixed feelings
ಜ ಬಸ ಐ ಲವ ಬಸ	not-Kannada
ಗರ ನವ ನಮ ಅಪಪನನ ಅಪಪ ಅತವ ಬರಯವರನಲಲ ಬಡಡಹಕಳ ಎಷಟ ಜನಕಕ ಹಟಟವ	Positive
ಯಸ ಐ ಹವ ಜಈನ ಇತ	unknown state
ಸಪರ ಸಗ ಬರ	not-Kannada
ಜಐ ಬಸ	not-Kannada
ಗತ 5 ಬರ	unknown state
ಸಪರ ಬರ ನಸಕತತಗ ಹಲದರ	Positive
ಅನರದಧ 8 ಮಸಟಲ ಫಲಮ ನಲಲ ಈದರ ಅನಸತತ	unknown state
ಸಪರ ಫಸಟ ಕಟ	not-Kannada
ರಮಕ ಮಡ ವರಷಕಕ ನರ ಸನಮಗಳನನ ಮಡವ ಬದಲವರಷಕಕಮಮ ಸವಮಕ ಸನಮ ಮಲಕ ಬರವದ ಉತತಮ ರಕಷತ ಶಟಟ	Positive
ಖಡತ ಮಡಣ ಬರ	unknown state
ಬದಕಲಲ ಪರದಪ ವಐಸ	Positive
ಅಭನಯ ಚಕರವರಥ ಕಚಛ ಸದಪ ಫಸ ಲಕ ಹರ	unknown state
ಯವಲ ಬದ ಗವಡ ಅವಲ ತ ನನ ಕ	Negative
ಲ ನನ ಮಯಗನ	not-Kannada
ಚತರತಡದ ಕರಯ ಅದಬತವಗದನಕನನಡದ ಮರ ಚತರಗಳ ಸಲನಲಲ ದಯ ಚತರ ನಲಲಲದನಎಲಲ ನಟರ ತಮಮ ಪತರಕಕ ಜವತಬದದರ	Positive
ಕಲಸ ಮಡ ದಡದ ದಡಡ ತಡ ಕಡ	unknown state
ಯನರ ಸಲಲ ಹಲಟರ ಫಕ ಫಕ ಫಕ ಫಕ ಫಕ	Negative
ಅನನ ಸಪರ ಅನನ ನವ ನವ ಓದ ಸಮಜಕಕ ಸವ ಹಗ ದಶವನನ ಉಲಸಲ ಓದ ಸಗವನನ ಕತತ ನವ ನಮಮಯನನ ಬಮಬಲಸಟವ	Positive
ಡಚಚ ಬಸ ಏನನ ರಲಸ ಆಗಲ ಬರ	Positive
ಪರಜಕಯ ಬರಲ ಬಕ	unknown state
ಹಯಡಸ ಅಪ ಇದ ಅನವರತ	Positive
ಮದ ಟಟನ 8ಇಯಕಕಯಹಪಬರನಲಜ	unknown state
ಸಪರ ಬರ	not-Kannada
ಸಕಘತಗ ಬದದಯ ಗರ	Positive
ಮವ ಲ ಏವರ ನನ ಫವ	Positive
ರಕಷತ ಶಟಟ	unknown state
ನಕರತಮದ ಸಣಣ ಗರಯನನ ಕಣಲಲಲ ವಯಕತತವದಲಲ ನಮಗ ಆದರಶ ನವ	Positive
ಸಪರ ಕರಟನ ಬರ ನಮ ವಐಸ ಸಪಫರ	Positive
ಸರ ನವ ಕನಯಲಲ ಹಳರವ ಮತ ಸಪರ ಸರ	Positive
ಸರಶ ಸರಯ ತಕ ಸರ	unknown state
ನಸ ಸರ ರಕಷತ ಶತತಯ	Positive
ಸಗ ಕಲಟ ಎನ ಓದ ತರ ಫಲ ಅಗಟಟ ಏನದರ ಮಯಸಕ ಫಲಮ ನಲಲ ಅಲಲಲ ಸದದ ಮಡತ ಫಲಮ ಪಕಕ ಇಡಸಟರ ಹತ ಅಲ ಬಸಟ ಆಸನ ಫರಮ ಬಸ ಫಸ	Positive
ಸರ ನಮಗ ನಮಮ ಕಟಬಕಕ ತಯ ಚಮಡಶವರ ಆರಗಯ ಆಯಷಯ ಕಟಟ ಕಪಡಲ	Positive
ಓಲ ಕಮಬಕ ಮವ ಪರಜವಲ ಅವರಜ	Positive
ಹಡ ಹಲಯ	unknown state
ನಜ ಅಣಣ ಸಪರ	Positive
ಸತ ಠಬ ಎದದನ ಕ	Negative
ಮಡಲ ಬಕಸ ಪರಮಶನ ಆಸತನ ಮದಲಲ ಮಕಗ ಕಗಫ ಗಟ ದಲಲ ಎಡ	Negative
ಸಪರದ ಬಸ	not-Kannada
ಸಪರ ಟಗರ ತಪಪ	Positive
ನವ ಯರ ತವ ಅಲಲ ನಡಡ ಬಡ ಸವರಣ ಚನನಲ ತರಪ ಕಮಮ ಮಡಸನ ಅವಗ ಬದಧ ಬರತತ ಓಲ ಓಲ ಫಲಮಸ ನಲಲ ಇಷಟ ಬಗ ತವ ಅಲಲ ಹಕದರ ಥಯಟರ ಗ ಯರ ಹಗತರ	Mixed feelings
ಹಡ ಶರಮನ ನರಯಣ ಚತರದ ನನನ ನಚಚನ ಹಡ	Positive
ಸಪರ ಸಘ ಗರ	Positive
ಯರಲಲ ಡಸಲಕ ಮಡದದರ ಅವರಲಲ ರಶಮಕ ಮದಣಣ ಫಯನಸ ಇರಬದ ನಪಪ ಉರತ ಇದನಮಮ ತಳನಡನ ಪರತಭನ ನಡ	Negative
ರಕಸತ ಸತತರ ಸಪರದಪರ	Positive
ಸಪರ ತಗರ ತಪಪ	Positive
ಅವನಗ ಎಲಲ ಲಗವಗ ಮತಡಕ ಬರತತ	Positive
ರಮ ರಮ ತಸ ದಕಷ ಜರಪ	Positive
ಫಲಮ ನದ ಮಟ ನಡಬಕ ಅನನರ ಲಕ ಮದ	Positive
ಓನಲ ಬಸ ಓಕ ಜಐ ಕನನಡ ಅಲ ಮವಸ ಹಮ ಕಟಗಬಬ ಬಟಟ ಹಹಹ	Negative
ಸಪರ ಸಗ	not-Kannada
ಜ ಭಜರಗವಶವ ಅವರದರನರ ಮಗ	Negative
ಪರಜಜ ಪರಜಜ ನನ ಪರಜವಲ ಓದ ಹತತ ನನ ಕಡಪಪ ಫರಮ ಫಣ	Positive
ಅತಯದಭತ ಕನನಡದ ಸನಮ ಕಲವದರ ಕಡ ತಬ ಚನನಗ ನಟಸದದರ	Positive
ನನನ ಪರಕರ ದಯ ಒದ ಅದಭತ ಸನಮ ನನನ ಬಳ ಹಣ ಇದದದರ ೧೦೦೦ ಜನಕಕ ಸನಮ ತರಸತ ಇದದ ಸನಮ ಕಥ ಅದಭತವಗದ ಸನಮದಲಲ ಎಲಲವ ಅದಭತವಗದ ನನ ಎರಡ ಬರ ಸನಮ ನಡದದನ ದಯ ಸನಮ ಗಲಲಬಕ ೧೦೦೦ ದನ ಸನಮ ಓಡದರ ಅಚಚರ ಇಲಲ	Positive
ದಯ ರಲಸ ಮಡ	Positive
ಸಪರ ಸಗ ಹಲಯ	Positive
ಜಐ ಬಸ	Positive
ರವಕಮರ ಕ ಗ ಹಧ	Mixed feelings
ಗಡ ಜಬ ಸರ	not-Kannada
ಥಕ ಉರಕದ ಡಸಲಕ ಮದಬಟದರ ಅಲರಡನಸಪರ ಸಗ ಆಸನ ನನಮ ಶತತರ ಸಟಪಸ ಅತ	Mixed feelings
ಗರ ಇದ ಯವ ಮವ ರಮಕ ಅಲಲ ಸಮನ ಗಟಥಲಡ ಯಕ ಹಲಥರ	Mixed feelings
ಬದ ಗವಡ ಏನ ಹಚಚ ಇದಧಯ ಅತ	Negative
ಹ ನನ ಅಶವಥಮ	Negative
ಪಥವ ನಯಕ ನಮಮ ಅಪಪ ನಮರದ	Negative
ಆಗಲ ಭಷ ಬಳಸ ಕಲದಲಲ ಅಚಚ ಕನನಡದಲಲ ಸಹತಯ ಬರದರವ ಬರಹಗರರಗ ಕಟ ಕಟ ನಮನಗಳ	Positive
10 ಅಮಮ ಅಕಕ ಅತ ಬಯಕಕ ಎಲರಗ ಬರತ ನಮ ಮನಲ ಹಗಸರ ಈದರ ಹಷರ	Negative
ರನ ಸಗ ಗರ ಮ ಬಸ ಸಗಗಗ ವಜಯ ಪರಕಶ ಲವ ಉ ಸರ	Positive
ಬರ ನವ ಆದತರ ಗಮ ಯವದ	Positive
ತಕ ಉ ಬರ	not-Kannada
ವನಯ ಕಮರ ಮ ಅಲಲ ಗರ ಟಕ ಉರಕಡಡಡ ನನ	Negative
ಅನಪ ಕಲಕರನ ಟರ	unknown state
ಬದರ 3 ಕಮಟ ಅವಲಜ ಆಡಕಡರ ಉಗಯಕಕ ಮದದರಲಲ ಗರ	Negative
ಗಗಧರ ನಚನನಮಲಯ	unknown state
ಕನನಡದಲಲ ಚರತರ ಸಷಟಸಲ ಸನಮ	Positive
ಪರಮವಹ ಮಯಸಕ ಊಜನಗಜಮಫಜಕಯನ ಜನಹನ	unknown state
ಯನ ಬರ ನವ ಸಷಪರ ನಮ ಫಣ ಅಗಬಟಟ	Positive
ವ ಇಸ ವಐಸ ಸಟಲ ಲಕ ತನಗ	unknown state
ಜಐ ಅಪಪ ಬಸ	Positive
ವರಪರಸದ ಕ ಕ ಬಲಗರ ಬದ ನನ ಅಮನ ಗ ಬಲ ಇಡಸಕಕ ದಗರ ಬದ ನನ ಅಮನ ಕಯಯಕಕ ಸಲ ಮಯಗನ	Negative
ಜ ಡ ಬಸ ಫಯನ ಪಲಸ ಸಪಟ ಮಡ	Positive
ನನ ಚನಲಜ ಮಗ	Negative
ನದ ಪರಥಸರಥ ನದನ ನದನ ನನ ತಲಲ ಕಡ	Negative
ಯಲಲ ಚರಕಟರಸ ಸಪರಮತತ ರಲಸ ಮದ	Positive
ಸರ ನಊ ಎನ ಟಕ ಟಕ ಅಲಲ ಹರ ಹರಹನ ತರ ಸಟಲ ಮದತರಲ ಅವರಗ ಇದ ಕಮಮನ ನಊ ಇನನ ಇವರಗ ರಸಟ ಮದ ಸರ ಜಐ ಮದ ಜ	Mixed feelings
ವ ನದ ಹದ	not-Kannada
ವಹಟ ಮಯಸಕ ನವಹತ ಲರಕನವಹತ ಕರಯಗರಫ ನವಹತ ಕಮರ ವರಕಗಙಟಟಲಲ ಅವಸಮ ನನಜಕಕ ಇದ ಚರತರ ಸಷಟಸ ಅವತರ ನಅಜನಶ ಗರಗಳ ನಮಗದ ಸಲನರಕಷತ ಶಟರ ಒಳಳದಗಲ ನಮರ ವರಷ ಪಟಟ ಶರಮ ಫಲಕಡವತಗಲ ಅಲ ಬಸಟ ಟ ಸರ	Positive
ಗರ ಸಪರ ಯಜ ಯಲಧ	Positive
ನನನ ಪರಕರ ಬದಕರ ಭಹದ ಆದರ ಮಡಯ ದವರ ಕಟಯಲಲ ಅಶವತಆಮ ಬಗ ಯಕ ಗಟಟಗಲಲಲ	Negative
ಥಯಟರ ನಲಲ ಹದಕದರ 28 ಜನ ಡತಟಲಲ ಕಷಣ ಬಗಳರ ನಲಲ ಒಡಯ ಗ	Negative
ಲ ಟಕತಕ ಹದಗರ ಯಲಲ ಪಬಗ ಬನನ ಆಮ ಮ4 ಉಸ ಮಡಡ ಹಗ ಅತ ಹಲಕಡತನ	unknown state
ನದ ಪರಥಸರಥ ನದನ ನದನ ನನ ತಲ ಊರ ಬಗಲ	Mixed feelings
ರಶಮಕ ತನನನನ ಙಗ ಮಯಕಸ 5 ಈರಸ ಟಮ ಬತ ಶಟ ಗ ಇನನ 20 ಯಸ ಟಮ ಐಡ ರಕಷತ ಶಟ ಬಲಬಕ ಅನನರ ಮವ ನದ	Negative
ರಕಕಸ ಬಟಗರ ಉ ನಲದ ಇತ	not-Kannada
ನಸ ವಡಯ ಬರ	not-Kannada
ಚತರದಲಲ ಯವ ರಜ ಗ ಗರಫಕಸ ಮಡದದರ ಅತ ಮತತಬಬ ವಫಕಸ ಆರಟಸಟ ಗ ಗತತಗದ	Mixed feelings
ಅಜಲ ದವ ಹ	not-Kannada
ಲವ ಸರ ಸಪರ ಓನ	not-Kannada
ಸಪರ ಗರ ಸರಯಗ ಉಗದದಯ	Positive
ವತಗ ಫರ ಫಲಮನಡಲ ಕತರನಗದದನ	Positive
ತಬ ಖಷಯಯತ ಕಳ	Positive
ಮಜ ಉಪಪರ ಜಕ	not-Kannada
ಯರ ಫಲಮ ನಡಕಬದ ಕಲತರರ ಲಕ ಮದ	Positive
ಎಲರ ಮಬಲ ಅಲಲ ದಯ ಮವ ಐಡ ಕನರ ಥಯಟರ ಗ ಜನ ಯಕ ಬರಥರ ಹಲ ಯಕ ಆನಲನ ಅಲಲ ಲಕ ಆಯತ ಮವ ನನಲನ ಅಲಲ ಮವ ನಸಬಡ ಆಡರ ಜನ ಬಥಥರ ಹಲ ನವ	Negative
ಸಪರ ಬರ ನನ ಎಲ ಎರಬಕತ	Positive
ಸಪರ ಆಗಡ ತರಲರ 6ತ ಫಲಮ ನಡಡ ಪಕಕ	Positive
ಬಸ ಫಸ ಫಲ ಸಪಪರಟ ಸಕಸಸಫಲ ಹಗಲ ಮವ	Positive
ಸರ ನಮಗಯ ಸಲಮ	Positive
ನನ ವಡಯ ನಡಥ ಎಲನ ಠಬಲನ ನದ ಮಗ ಮದಥ ಏಧನನ ಅಲಲ ಕರನಟಕ ಧಲ ಕನನಡ ಮವ 100 ರಸ ಟಕಟ ಏತರ ಏಗ ನಡಧನ ಅಧ	Negative
മലയളസ ഹൻഡസ അപപ	not-Kannada
ಸಪರ ಮವ ವ ಅಮಝಗ	Positive
ದಶ ಪರಮಗಳ ದಯವಟಟ ಚನ ಆಪ ಗಳನನ ಬಳಸಬಡನವರಮರಣವನನಪಪದ ನಮಮದಶದ ಸನಕರ ಪರಣಕಕಸಕರ ಕಲಸ ಮಡಣನಜ ಹದ	Positive
ಶತ ದಗರ ಫಸ	Negative
ಕನನಡದಲಲ ಹಸ ಅಲಯನನ ಎಬಬಸಸ ಅವತರ ಅದವ ಶರ ಮನನರಯಣ ಅಲ ಬಸಟ ಶರ ಮನನರಯಣ ಬಸಟ ವಶಸ ಅಖಲ ಕರನಟಕ ರಕಗ ಸಟರ ಯಶ ಅಭಮನಗಳ ಸಘ	Positive
ಕಚಛ ವಠಠಲ ಲಚಛನ ಫಯನಸ ಉರಕತವರ ಬಸ ಬಳಯದ ನಡ ಕಜಸ ನನ ಮಕಳ ಸಮ ತರ ಮಗ ಮಡತವರ ಸರ ಬಡ ಅತ ಸಮ ಡಲಗ ಲಚಚ ಹಳತನ ಸರ ಬಡ ಅತ ಲಲ	Negative
ಸಪರ ಬರದರ ಟಕತಕ ಸಳಮಕಕಳಗ ಒಳಳಯ ಟಗ ಕಟಟರ	Negative
ಸಪರ ಸರ ಕಪ ಇತ	Positive
ಕನನಡದ ಸಲಗಲ ಸಕತಗದದವ ಅಲ ಬಸಟ ನಟಯನ	Positive
ನದದಬರಕ ಥಬ ಸಟರಗ ಇದದನ ಗರ	Positive
ಬಗಮ ಸಡ ಸಪರ ಸಗ ಸಪರ	not-Kannada
ಶತದನತಸವ ಆಚರಸಲದ ಕಚಚ ಬಸ ಪಯನಸ ವತಯದ ಹರದಕ ಶಭಶಯಗಳ	Positive
ಸಪರ ಡನಸ ಸಟಪ	not-Kannada
ಅಸತ ಸಲ ಕಲದರ ಕಲಬಕ ಅನಸತ ಬರ ಸಪರ ಸಗ	Negative
ಪರಜಕಯ ಇದಕಲಲ ಪರಹರ ಹಗತ ನನ ಮದಯವರನನ ವರಧಸ ಅತ ಹಳತಲಲ ಮದಲಗ ಕರನಟಕದಲಲ ಪರಜಕಯ ಸಥಪಸ	Positive
ಗರ ಕಚಛ ಮಟ ಪನತ ಮಟ ಶವನನ ಬಸ ಅತ ಯರ ಅನನಲ ಗರ	Negative
ಗರ ಚನಸ ಆಪಪ ಯವಯವ ಅತ ಓಧ ಲಸಟ ಕದ ನಮ ಮಬಲ ಆಲ ಇನಸಟಲ ಮದಲ	Negative
ಸಖತ ಸಗ ವಜಯ ಪರಕಶ ಧವನ	Positive
ನನ ಮಕಳ ಎಲಲರ ಕನನಡದವರ ಇಲಲರದ ಶಟದ ಇಗಲಷ ಕಮಟ ಹಕತರ ಒಬಬಬಬನಗ ಒಬಬಬಬ ಹರ ಇಷಟ ಸಮನ ಕನನಡದ ಹಡಗಳನನ ಕಳ ಇಷಟ ಆದರ ಕಮಟ ಅಲಲ ತರಸಕಳಳ ಕಷಟ ಆದರ ಮಚಕಡ ಮನಸಲಲಟಕಳಳ ಹಗ ನವಲಲ ಕನನಡದವರ ಕಚಚಡತ ಇರದರದನ ಕನನಡನ ಉಳಸ ಅತ ಬರಡ ಗಳ ಹಚಚಗತ ಇರದ ನಒಬಬ ಅಪಪನಗ ಹಟಟದ ಯವನ ಸಟರ ವರ ಗ ಬಕ ಹಚಚ ಕಲಸ ಮಡಲಲ ನಹಗಲಲ ಮಡರ ಸಳ ಮಕಕಳ ತಪಪನ ಇಲಲ ನಇದನನಲಲ ಇಲಲಗ ನಲಲಸ ಕನನಡ ಉಳಸ ಬಳಸದರ ಕಡ ಗಮನ ಕಡ ನಕನನಡಗರಲಲ ಯವತತ ಒದ ಅನನದನನ ಜಗತತಗ ತರಸ ಅತ ಕಲಸ ಮಡಣ ಜತಯಗ ನಜ ಕರನಟಕ ಮತ	Negative
ಕಷಣ ತರವದ ಹದ ಕರಕಟಅಪಪ ಫಯನ ಕಡಯದ	unknown state
ಹಡ ಗರ ಅಲರಡ 30 ಸಲ ನದದನ	Positive
ದಶದ ದರತ	Negative
ಓಕರ ವಶವ ರಪಯ ನಮ	Positive
ಯರಯರ ಕಯತ ಇದದರ ಒದ ಲಕ ಮಡ	unknown state
ಓವರ ಬಲಡಪ ಯಲಲ ಯಕ ಬಡ ಗರಸಟರ ಚನಗ ಕಟದರ ಸಕಆ ರಶಮಕ ಥಕ ಉರಬಕ	Negative
ಇದ ಚರತರ ಸಷಟಸ ಹಸ ಅವತರ ಸರ ನಮಮದ	Positive
ಸಪಪರ ಅನನ ಐ ಆಮ ಆರಮ ಬಯ	Mixed feelings
ಒಲದಗಲ ಶಕರ ಸರ ಯವದಕ ಟಲ ಕಡಸಕಬದ ಓಲ ಲಫ ಲಡ ಮದವದರ ಹ ಬಗವತ ನಗ ಒಲಡಮದಲ	Positive
ಬಗಮ ಇಷಟ ಪಟಟವರ ಲಕ ಮಡ	Positive
ಸಪರ ದಪರ ಸಗ	Positive
ಸಪರ ಬಸ ಫಸ	Positive
ಜನಪದ ಹಸಯ ತಗರ ತಪಪ ನಟಕ ಸಪರ	Positive
ಸಪರ ಮವ ಎಸಪಶಲಲ ಲಸಟ 30 ಮನಸ	Positive
ಸಪರ ಸಗ ಸಗ ಬಯ ವಜಯ ಪರಕಶ	Positive
ಹಲ ಥಮಮ ನವ ಯನಟ ಮನಟನ ಮದಥವ ಐಥ ಥರಸಕಲ ಅವಯಶಯಕಥ ನಮಗಲ ನನ ಕಟ ನಡಡ ಕಡಲ ಯವನ ಫನಸಮ ಬದಕಡಲ ನನ ಕನ ದಡಡ ಸಡ ನನ ಮಗ	Negative
ಅಭನಯಚಕರವರತ ಕಚಚ ಸದಪಣಣ ಫಯನಸ ಸಪಟ ಇನ ಶರ ಮನನರಯಣ ಮವ	Positive
ನನ ಒದ ಸಲ ಸತತದನ ಇನ ಒನದ ಸಲ ಸಯಲಲ	Mixed feelings
ಸಪರ ಸಟರ ಇನ ಉಕ ತಪಪ	Positive
ನನ ಬಕ ಸಗ ಗರ	Positive
ವ ವ ವ ವ ವಲವಲ ಗರ	not-Kannada
ಸಮರಟರ ತನ ಉ ಮದಲ ಕನನಡ ಬಳಸ ಕನನಡ ಲಪಯಲಲ ಬರಯರನಕನನಡವ ಸತಯ ಕನನಡವ ನತಯ	Negative
ಸಪರ ಗರ	Positive
ಜ ಊಪ ಜಯರಕ	unknown state
ಸಪರ ವಡಯ ನಜ ಬರ ಸಲಟ ಜಹದ	Positive
ŕäವîñđŕå_02_ಗøವđřú ತಲಯ	Negative
ಪರಜವಲ ದವರಜ ಸರ	not-Kannada
ಕಚಛ ವಠಠಲ ಏನಲ ಬಳಗರ ಲಚಛನ ಫಯನಸ	Negative
ಸಚನ ಶಟ ನಯನ ಅಲಪ ಸವಲಪ ಬಧ ಉಪಯಗಸಡ	Negative
ಚನ ಪರ ಮತ ಅಡರ ಚನ ಕ ಕಲಸಬಕ ಬಲಮಕಲ	Negative
ದಗರ ಇನ ಬರ ನಫಟರ ರಕಷತ ಹತನ	unknown state
ಶರತ ಶರ ಯಕ ಸಲ ಮಯಗನ ಸಮನ ಎರಕ ಅಗಲವ	Negative
ಹಡ ಪರಮಶನ ಇಲಲ ತರ ಮವ ಐಡ ಅತ ಗಟಟ ಇರಲಲ	Negative
ಸಪರ ಸಗ	Positive
ಸರ ನಮಗ ಹರಗದ ಒಳಗದ ಮತನಡವ ಯವದ ಒದ ನರ ನಷಟರವಗ ಮತನಡತತರ ಆದದರದ ಒದ ಕಡ ನಮಮ ಮನಸಸಗ ನಮಮದ ಅನಸದರ ನಮಮ ತದಯವರ ಮದಲನಯ ದರಜ ಚತರ ನಟರಗ ಅಭನಯಸತತರ ಆದರ ಇವತತನ ತಳಕ ಬಳಕನ ಅಭನಯಗಳ ಹಚಚಹಚಚಗ ಡಬಲ ಮನಗ ಮತಗಳ ಹಚಚಗವ ತವ ತಮಮತನವನನ ಉಳಸಕಡ ತದಯವರ ಅನಕರಸ ಜವನವನನ ನಡಸತತದದರ ಗರವನಟರಗ ಒಳಳಯತನವನನ ಉಳಸಕಡ ನಮಮ ತದ ಅವರಗಲ ನವಗಲ ಕಲಗ ಬಲಯನನ ಅಪಕಷ ಪಡದ ಪರದರಶಕತ ಯಲಲ ತವ ಅಭನಯವನನ ಮಡತತ ಬದರತತರ ಒದ ಒದದ ಸಲ ನಮಮ ಸತವಕತ ಗ ಆರಥಕವದ ಹಜರತ ನಮಮ ಮನಸಸಗ ನವನನಟ ಮಡತತದ ಎಲಲವ ಮಣಣ ಇಲಲದಲ ಬದ ಇಲಲಗ ಹಗವದ ಆತಮಸಥರಯವನನ ತದಕಳಳ ಇಲಲ ಆತಮವಲಲದ ಪರತತಮ ರತ ಬದಕತತದದರ ಯವದ ಶಶವತವಲಲ ಆತಮನ ಶಶವತನ ಇದನನ ಶರಕಷಣನ ಭಗವದಗತ ಯಲಲ ಹಳದದನ	Mixed feelings
ಹಯಡಸ ಉಪ ಅವತರ	Positive
ಅನನ ಸದ ಅರಬಯ ಲ ರಲಸ ಮದ	Positive
ಮಡಲ ಚನ ಆಪಪ ಗಲನ ಇಡಯ ದಲಲ ಬನ ಮಡಬಕ	Negative
ದಯ ಕನನಡದಲಲ ಸಪರ ಫಲಮಕಸ ಕಡದ ಬಟಟಯಗ ನಡದ ಅನನ ಬಜರದಸನಮ ಗಲಲಲ	Negative
ಸಗ ಅಲಲ ಫಲರ ಗಣ ಐಡ	unknown state
ಸಗ ಚಡ ಚತರನನ ಗರ	Positive
ಸಪರಬ ಗರ ಗಡ ಬಲಸ	Positive
ದನ ಹಡಟ ಸಗ ಹವ ಕಡ ಹಚಚಗಟಡ ಅನನರ ಲಕ ಮದ	Positive
ತಗರ ತಪಪ ಭಗ 2 ಅಪಪಲಡ ಮಡರ	Positive
ಸರ ನಮಮ ದಶದ ಟರಲ ಮಡ ಹಣ ಬಳತತ ಚನ ದಶದ ಆರಥಕತ ಹಚಚಳ ಆಗತತ ನಮ ಹಡಗರಗ ಮಡಕ ಕಲಸ ಇಲಲ ಮಖಕ ಬಣಣ ಹಚಚ ಇರ ಹಡಗರನನ ರಚಚಗ ಎಬಸತವರಷಟ	Negative
ಮಜ ಫಲವರ ಕಬವ	unknown state
ಗರ ಎಲಲದದ ಗರ ಇಷಟ ದನ	Positive
ಇದ ಚತರ ಸಷಟಸ ಅವತರ	Positive
ಅನನ ಫಲ ವಡ ಏತ ಸಗ	Mixed feelings
ಸಪರ ಅನನ ಎಡ ತರ ವಡಯ ಸ ಮದ ಸಪರ	Positive
ನಡತ ಹದರ ಸವರರ ಲರಕಲ ವಡಯ ಗಳ	Mixed feelings
ಪಕಕ ಡ ಬಸ ಅಭಮನ ಡ ಬಸ ಫಯನ ಕಡಯದ ಆಲ ಬಸಟ	Positive
ಸಪರತ ಆಫ ಕನನಡ	Mixed feelings
ಸಪರ ಅಗ ಉಗದಡರ	Negative
100 ಕರಕಟ ಬರ	not-Kannada
ಇದ ಹಡ ಥಯಟರ ಲ ನಡದ ಮಲತ ಇನನ ಕಕ ಕಡತ	Positive
ನದನ ಪರಥಸರಥ ಆಸಕರ ಜಸಟ ಮಸ	Mixed feelings
ವಜಯ ಪರಕಶ ವಐಸ ಇಸ ಸಪರ	Positive
ನನ ಅಟಟದನ ಕಲಮಯಕಸ ನಲಲ	unknown state
ಒಳಳತನಕ ಜಯ ಸಗತತ	Positive
ಸಪರ ದಪರ ಹತ	Positive
ಸಪರ ಕಮಡ ಟಗರ ತಪಪ	Positive
ಮನ ಶಕರ ನಗ	unknown state
ನಜವಗಲ ಇದ ಸತಯ	Positive
ಬರ ಗಮ ನಮ ಪಜಜ	Mixed feelings
ಗಜದರ ಹವ ನನ ಏನ ಮದರಡ ಮಲ	Negative
ಹ ಸಪರ ಬರ	not-Kannada
ಅಪಪ ಬಸ ಫಣಸ ಲಕ ಮದ	unknown state
ಬಟ ಮರಕತಗ ಮನ ಸಪಡ ಮದಬಕ ಲ ಬಡಗತ ಎದದಗ ಕಸತ ಅಗಟಟ	Negative
ಕಷಟ ಕಲಕ ಹಗತರ ಕಣಣರ ಅಕಸಕ ಹಗತರ ನಮ ತರಪ ಗಸಕರ ಹಗತರ ಗಟಟ ಆಗಲಲ ನಮ ಮಡರ ಗ ಹಟಟರ ನಯಸ ಚನಲ ಬದಧ	Negative
